window_id,label,N_subject,N_fileobject,N_netflow,N_total,E_total,path,skipped,reason
benign_000922,0,807,4040,69,4916,10732,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000922.pt,False,
benign_000513,0,841,4459,44,5344,10730,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000513.pt,False,
benign_000761,0,1340,4609,106,6055,10721,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000761.pt,False,
benign_000298,0,1524,5134,55,6713,10714,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000298.pt,False,
benign_000188,0,1830,5993,114,7937,10697,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000188.pt,False,
benign_000730,0,1929,4698,126,6753,10696,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000730.pt,False,
benign_000183,0,1719,5503,120,7342,10687,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000183.pt,False,
benign_000179,0,1637,5301,129,7067,10650,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000179.pt,False,
benign_000514,0,796,4699,96,5591,10646,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000514.pt,False,
benign_000765,0,1891,4743,150,6784,10641,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000765.pt,False,
benign_000739,0,1636,4706,126,6468,10631,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000739.pt,False,
benign_000629,0,2019,4898,128,7045,10568,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000629.pt,False,
benign_000816,0,1057,3897,81,5035,10559,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000816.pt,False,
benign_000537,0,623,4312,45,4980,10531,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000537.pt,False,
benign_000835,0,830,3950,96,4876,10522,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000835.pt,False,
benign_000538,0,672,4397,34,5103,10504,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000538.pt,False,
benign_000875,0,791,3946,42,4779,10480,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000875.pt,False,
benign_000763,0,2076,4338,93,6507,10406,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000763.pt,False,
benign_000574,0,731,3978,39,4748,10372,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000574.pt,False,
benign_000184,0,1724,4901,102,6727,10332,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000184.pt,False,
benign_000746,0,1907,4734,98,6739,10324,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000746.pt,False,
benign_000392,0,1946,4430,139,6515,10307,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000392.pt,False,
benign_000528,0,773,4140,48,4961,10277,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000528.pt,False,
benign_000926,0,638,5152,50,5840,10252,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000926.pt,False,
benign_000122,0,1694,5879,180,7753,10220,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000122.pt,False,
benign_000293,0,1399,5286,123,6808,10203,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000293.pt,False,
benign_000958,0,805,3742,40,4587,10145,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000958.pt,False,
benign_000503,0,1994,4780,118,6892,10145,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000503.pt,False,
benign_000921,0,815,3712,42,4569,10125,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000921.pt,False,
benign_000755,0,1632,4431,113,6176,10111,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000755.pt,False,
benign_000941,0,771,3757,35,4563,10089,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000941.pt,False,
benign_000802,0,1258,4596,104,5958,10078,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000802.pt,False,
benign_000543,0,633,4380,37,5050,10066,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000543.pt,False,
benign_000628,0,1572,5374,106,7052,10049,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000628.pt,False,
benign_000480,0,1970,4380,201,6551,10046,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000480.pt,False,
benign_000535,0,635,4297,59,4991,10039,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000535.pt,False,
benign_000356,0,2036,4415,96,6547,10034,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000356.pt,False,
benign_000229,0,1478,5254,86,6818,10025,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000229.pt,False,
benign_000187,0,1493,5680,130,7303,10002,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000187.pt,False,
benign_000919,0,616,3987,57,4660,9993,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000919.pt,False,
benign_000961,0,649,4021,41,4711,9983,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000961.pt,False,
benign_000462,0,2056,3816,74,5946,9971,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000462.pt,False,
benign_000508,0,676,4962,35,5673,9963,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000508.pt,False,
benign_000612,0,1466,5208,217,6891,9926,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000612.pt,False,
benign_000340,0,855,4632,40,5527,9923,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000340.pt,False,
benign_000104,0,2157,8554,121,10832,9913,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000104.pt,False,
benign_000793,0,1132,4585,193,5910,9889,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000793.pt,False,
benign_000828,0,655,3829,45,4529,9888,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000828.pt,False,
benign_000525,0,3036,2436,52,5524,9882,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000525.pt,False,
benign_000734,0,1573,4546,133,6252,9879,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000734.pt,False,
benign_000350,0,1627,4512,81,6220,9834,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000350.pt,False,
benign_000900,0,619,4208,58,4885,9820,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000900.pt,False,
benign_000737,0,1547,4282,101,5930,9819,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000737.pt,False,
benign_000534,0,2903,2506,47,5456,9814,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000534.pt,False,
benign_000839,0,721,3795,42,4558,9811,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000839.pt,False,
benign_000550,0,629,4080,36,4745,9785,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000550.pt,False,
benign_000924,0,625,4028,65,4718,9767,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000924.pt,False,
benign_000997,0,567,3795,57,4419,9726,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000997.pt,False,
benign_000963,0,720,3642,37,4399,9715,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000963.pt,False,
benign_000844,0,628,4022,36,4686,9680,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000844.pt,False,
benign_000433,0,1201,4942,627,6770,9656,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000433.pt,False,
benign_000747,0,1714,4016,85,5815,9632,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000747.pt,False,
benign_000344,0,1941,4722,80,6743,9621,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000344.pt,False,
benign_000280,0,1625,4168,75,5868,9607,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000280.pt,False,
benign_000557,0,2740,2637,41,5418,9589,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000557.pt,False,
benign_000523,0,729,4244,73,5046,9513,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000523.pt,False,
benign_000474,0,1911,4171,59,6141,9475,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000474.pt,False,
benign_000860,0,550,3758,32,4340,9424,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000860.pt,False,
benign_000460,0,1097,4675,62,5834,9399,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000460.pt,False,
benign_000936,0,509,3845,40,4394,9371,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000936.pt,False,
benign_000584,0,1626,5304,127,7057,9349,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000584.pt,False,
benign_000870,0,1387,4238,112,5737,9172,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000870.pt,False,
benign_000478,0,1606,4231,108,5945,9143,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000478.pt,False,
benign_000459,0,1973,3623,83,5679,9075,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000459.pt,False,
benign_000065,0,1669,4865,87,6621,9071,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000065.pt,False,
benign_000092,0,1395,4836,109,6340,9069,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000092.pt,False,
benign_000259,0,1155,3778,53,4986,9039,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000259.pt,False,
benign_000463,0,1684,3722,294,5700,9031,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000463.pt,False,
benign_000506,0,761,5118,58,5937,9019,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000506.pt,False,
benign_000750,0,1318,4423,74,5815,8934,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000750.pt,False,
benign_000371,0,1626,4101,116,5843,8856,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000371.pt,False,
benign_000133,0,1344,5056,100,6500,8853,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000133.pt,False,
benign_000477,0,1807,3786,84,5677,8822,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000477.pt,False,
benign_000501,0,1408,4239,95,5742,8801,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000501.pt,False,
benign_000575,0,825,4181,72,5078,8793,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000575.pt,False,
benign_000081,0,1642,3916,83,5641,8686,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000081.pt,False,
benign_000132,0,1403,4628,113,6144,8681,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000132.pt,False,
benign_000504,0,2076,3286,84,5446,8668,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000504.pt,False,
benign_000083,0,1399,4705,100,6204,8667,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000083.pt,False,
benign_000432,0,1582,3897,134,5613,8619,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000432.pt,False,
benign_000357,0,1526,3808,126,5460,8597,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000357.pt,False,
benign_000345,0,1453,4049,197,5699,8595,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000345.pt,False,
benign_000090,0,1309,4826,94,6229,8593,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000090.pt,False,
benign_000138,0,1306,4659,84,6049,8579,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000138.pt,False,
benign_000731,0,1266,4218,88,5572,8525,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000731.pt,False,
benign_000381,0,1264,4223,102,5589,8505,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000381.pt,False,
benign_000134,0,1355,4408,145,5908,8491,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000134.pt,False,
benign_000074,0,1473,4830,63,6366,8472,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000074.pt,False,
benign_000130,0,1304,4633,108,6045,8457,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000130.pt,False,
benign_000253,0,1708,3560,155,5423,8402,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000253.pt,False,
benign_000084,0,1178,4941,73,6192,8380,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000084.pt,False,
benign_000147,0,1432,4166,60,5658,8369,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000147.pt,False,
benign_000145,0,1162,4670,69,5901,8365,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000145.pt,False,
benign_000129,0,1252,4737,90,6079,8344,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000129.pt,False,
benign_000128,0,1299,4676,104,6079,8327,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000128.pt,False,
benign_000314,0,1423,4459,265,6147,8307,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000314.pt,False,
benign_000064,0,1367,4849,108,6324,8295,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000064.pt,False,
benign_000142,0,1308,4258,82,5648,8289,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000142.pt,False,
benign_000382,0,1460,3565,161,5186,8266,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000382.pt,False,
benign_000400,0,1487,4282,84,5853,8212,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000400.pt,False,
benign_000069,0,1563,3974,150,5687,8205,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000069.pt,False,
benign_000136,0,1281,4258,109,5648,8195,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000136.pt,False,
benign_000353,0,1652,3828,53,5533,8174,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000353.pt,False,
benign_000146,0,1235,4146,68,5449,8160,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000146.pt,False,
benign_000437,0,1472,3756,91,5319,8157,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000437.pt,False,
benign_000144,0,1150,4332,76,5558,8133,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000144.pt,False,
benign_000267,0,1958,3709,70,5737,8133,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000267.pt,False,
benign_000373,0,1498,3699,133,5330,8094,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000373.pt,False,
benign_000152,0,1159,5105,87,6351,8086,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000152.pt,False,
benign_000380,0,1523,3774,64,5361,8069,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000380.pt,False,
benign_000135,0,1073,4742,70,5885,8067,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000135.pt,False,
benign_000140,0,1072,4927,71,6070,8057,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000140.pt,False,
benign_000988,0,1822,2308,381,4511,8050,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000988.pt,False,
benign_000151,0,1142,4680,80,5902,8021,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000151.pt,False,
benign_000435,0,1156,4433,61,5650,7999,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000435.pt,False,
benign_000899,0,681,3371,70,4122,7987,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000899.pt,False,
benign_000063,0,1940,4040,70,6050,7985,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000063.pt,False,
benign_000078,0,1273,4152,73,5498,7965,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000078.pt,False,
benign_000072,0,1230,4568,91,5889,7962,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000072.pt,False,
benign_000141,0,1107,4713,95,5915,7944,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000141.pt,False,
benign_000068,0,1462,3876,87,5425,7932,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000068.pt,False,
benign_000153,0,1160,4548,73,5781,7916,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000153.pt,False,
benign_000131,0,1096,4324,94,5514,7915,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000131.pt,False,
benign_000127,0,1098,4475,56,5629,7907,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000127.pt,False,
benign_000927,0,2094,2030,36,4160,7904,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000927.pt,False,
benign_000066,0,1253,4595,81,5929,7852,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000066.pt,False,
benign_000079,0,1269,4231,95,5595,7846,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000079.pt,False,
benign_000139,0,1081,4835,81,5997,7830,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000139.pt,False,
benign_000148,0,1099,4154,82,5335,7809,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000148.pt,False,
benign_000143,0,1113,4422,63,5598,7808,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000143.pt,False,
benign_000073,0,1294,4178,79,5551,7796,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000073.pt,False,
benign_000077,0,1219,4433,55,5707,7796,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000077.pt,False,
benign_000304,0,1126,3212,34,4372,7793,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000304.pt,False,
benign_000473,0,1221,3937,91,5249,7747,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000473.pt,False,
benign_000137,0,1157,4319,56,5532,7743,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000137.pt,False,
benign_000461,0,2138,3182,93,5413,7735,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000461.pt,False,
benign_000150,0,1082,4322,61,5465,7732,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000150.pt,False,
benign_000379,0,1477,3397,119,4993,7705,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000379.pt,False,
benign_000277,0,1327,3377,78,4782,7675,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000277.pt,False,
benign_000149,0,1084,4028,59,5171,7667,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000149.pt,False,
benign_000087,0,1368,3856,92,5316,7666,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000087.pt,False,
benign_000346,0,1255,3598,135,4988,7647,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000346.pt,False,
benign_000061,0,1332,3831,102,5265,7610,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000061.pt,False,
benign_000517,0,632,3499,39,4170,7541,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000517.pt,False,
benign_000343,0,1255,3428,96,4779,7538,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000343.pt,False,
benign_000369,0,1416,3249,113,4778,7527,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000369.pt,False,
benign_000457,0,1198,3340,86,4624,7495,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000457.pt,False,
benign_000497,0,1799,3326,108,5233,7492,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000497.pt,False,
benign_000440,0,1371,3566,72,5009,7474,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000440.pt,False,
benign_000476,0,1486,3348,59,4893,7464,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000476.pt,False,
benign_000384,0,1297,3590,109,4996,7455,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000384.pt,False,
benign_000305,0,781,3327,87,4195,7431,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000305.pt,False,
benign_000279,0,1129,3793,53,4975,7427,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000279.pt,False,
benign_000348,0,1215,3483,87,4785,7425,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000348.pt,False,
benign_000355,0,1048,3796,108,4952,7386,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000355.pt,False,
benign_000075,0,1122,4122,96,5340,7339,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000075.pt,False,
benign_000376,0,1327,2902,166,4395,7302,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000376.pt,False,
benign_000840,0,512,3952,40,4504,7264,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000840.pt,False,
benign_000088,0,1181,4092,114,5387,7218,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000088.pt,False,
benign_000085,0,1133,4114,78,5325,7213,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000085.pt,False,
benign_000809,0,1012,3508,108,4628,7200,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000809.pt,False,
benign_000372,0,1152,3609,92,4853,7169,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000372.pt,False,
benign_000931,0,543,2959,71,3573,7120,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000931.pt,False,
benign_000276,0,1067,3860,98,5025,7110,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000276.pt,False,
benign_000377,0,1059,3728,63,4850,6994,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000377.pt,False,
benign_000578,0,1192,4368,58,5618,6956,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000578.pt,False,
benign_000303,0,935,1981,1259,4175,6947,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000303.pt,False,
benign_000368,0,1121,3432,100,4653,6937,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000368.pt,False,
benign_000018,0,1286,4211,102,5599,6937,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000018.pt,False,
benign_000281,0,1075,3101,72,4248,6884,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000281.pt,False,
benign_000255,0,1124,2964,154,4242,6838,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000255.pt,False,
benign_000519,0,697,2980,35,3712,6817,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000519.pt,False,
benign_000466,0,1043,3132,48,4223,6786,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000466.pt,False,
benign_000286,0,1068,3355,53,4476,6730,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000286.pt,False,
benign_000359,0,1560,3339,47,4946,6716,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000359.pt,False,
benign_000475,0,995,3478,60,4533,6674,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000475.pt,False,
benign_000082,0,1053,3478,74,4605,6660,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000082.pt,False,
benign_000448,0,1203,2907,47,4157,6654,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000448.pt,False,
benign_000971,0,764,2843,331,3938,6623,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000971.pt,False,
benign_000285,0,1142,2890,85,4117,6593,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000285.pt,False,
benign_000302,0,529,3160,69,3758,6567,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000302.pt,False,
benign_000291,0,1221,2907,63,4191,6538,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000291.pt,False,
benign_000278,0,1024,2989,57,4070,6458,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000278.pt,False,
benign_000282,0,1076,3254,58,4388,6432,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000282.pt,False,
benign_000265,0,1007,3224,69,4300,6398,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000265.pt,False,
benign_000263,0,1055,3097,86,4238,6380,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000263.pt,False,
benign_000361,0,1031,3007,68,4106,6304,C:\Users\Ali\Desktop\ChatGPT Scripts\Graphs_Out\ben__benign_000361.pt,False,
