file_name,graph_label,total_nodes,total_edges,n_subject,n_fileobject,n_netflow,"E_('subject', 'events', 'fileobject')","E_('subject', 'events', 'netflow')","E_('subject', 'events', 'subject')","E_('fileobject', 'events', 'subject')","E_('netflow', 'events', 'subject')",window_id,start_ns,end_ns
ben__benign_000718.pt,0,18154,33071,5661,12302,191,22374,248,9440,861,148,benign_000718,1557876780000002591,1557876960000002591
ben__benign_000719.pt,0,11982,19980,3993,7742,247,12733,335,6270,543,99,benign_000719,1557877680000002596,1557877860000002596
ben__benign_000720.pt,0,24170,49196,5610,17392,1168,37315,1656,9224,852,149,benign_000720,1557878580000002601,1557878760000002601
ben__benign_000721.pt,0,14803,27296,3332,11259,212,21837,267,4232,813,147,benign_000721,1557879480000002606,1557879660000002606
ben__benign_000722.pt,0,22095,37266,3496,16963,1636,28858,2193,4617,1479,119,benign_000722,1557880380000002611,1557880560000002611
ben__benign_000724.pt,0,25025,48785,10844,13988,193,26368,311,19175,2812,119,benign_000724,1557882180000002621,1557882360000002621
ben__benign_000725.pt,0,9567,15825,1463,7956,148,13406,172,1665,492,90,benign_000725,1557883080000002626,1557883260000002626
ben__benign_000726.pt,0,23525,38767,1809,21613,103,36112,127,2009,418,101,benign_000726,1557883980000002631,1557884160000002631
ben__benign_000727.pt,0,8928,17299,1522,7277,129,14776,208,1824,392,99,benign_000727,1557884700000002635,1557884880000002635
ben__benign_000728.pt,0,20424,34017,1984,18306,134,30209,205,2966,533,104,benign_000728,1557885600000002640,1557885780000002640
ben__benign_000729.pt,0,15374,28191,4270,10970,134,20764,180,6581,553,113,benign_000729,1557886500000002645,1557886680000002645
ben__benign_000730.pt,0,6753,10696,1929,4698,126,7695,159,2126,620,96,benign_000730,1557887400000002650,1557887580000002650
ben__benign_000731.pt,0,5572,8525,1266,4218,88,6559,102,1399,371,94,benign_000731,1557888300000002655,1557888480000002655
ben__benign_000732.pt,0,19963,31252,4353,15501,109,22818,145,7210,971,108,benign_000732,1557889200000002660,1557889380000002660
ben__benign_000733.pt,0,10520,17897,3631,6768,121,11645,155,5250,740,107,benign_000733,1557890100000002665,1557890280000002665
ben__benign_000734.pt,0,6252,9879,1573,4546,133,7284,170,1906,421,98,benign_000734,1557891000000002670,1557891180000002670
ben__benign_000735.pt,0,7839,15003,1303,6433,103,12918,126,1548,317,94,benign_000735,1557891900000002675,1557892080000002675
ben__benign_000736.pt,0,15868,21021,1436,14330,102,18852,118,1534,422,95,benign_000736,1557892800000002680,1557892980000002680
ben__benign_000737.pt,0,5930,9819,1547,4282,101,7392,121,1824,370,112,benign_000737,1557893700000002685,1557893880000002685
ben__benign_000738.pt,0,12084,22609,2138,9743,203,18820,279,2982,416,112,benign_000738,1557894600000002690,1557894780000002690
ben__benign_000739.pt,0,6468,10631,1636,4706,126,8030,155,1953,388,105,benign_000739,1557895500000002695,1557895680000002695
ben__benign_000740.pt,0,20709,33512,4436,16169,104,24965,142,7223,1064,118,benign_000740,1557896400000002700,1557896580000002700
ben__benign_000741.pt,0,15086,29553,2159,12663,264,25220,334,2857,1034,108,benign_000741,1557897300000002705,1557897480000002705
ben__benign_000742.pt,0,8654,17156,2091,6383,180,13112,279,3038,620,107,benign_000742,1557898200000002710,1557898380000002710
ben__benign_000743.pt,0,10581,22447,1816,8673,92,19125,141,2708,382,91,benign_000743,1557899100000002715,1557899280000002715
ben__benign_000744.pt,0,17385,27050,1563,15718,104,24271,161,1916,594,108,benign_000744,1557900000000002720,1557900180000002720
ben__benign_000745.pt,0,10015,19515,1509,8387,119,16932,157,1833,489,104,benign_000745,1557900900000002725,1557901080000002725
ben__benign_000746.pt,0,6739,10324,1907,4734,98,7917,124,1794,388,101,benign_000746,1557901800000002730,1557901980000002730
ben__benign_000747.pt,0,5815,9632,1714,4016,85,6877,109,2202,346,98,benign_000747,1557902700000002735,1557902880000002735
ben__benign_000748.pt,0,20231,30398,2622,17513,96,26763,130,2932,473,100,benign_000748,1557903600000002740,1557903780000002740
ben__benign_000749.pt,0,26862,45580,9490,17214,158,29805,238,13066,2341,130,benign_000749,1557904500000002745,1557904680000002745
ben__benign_000750.pt,0,5815,8934,1318,4423,74,6917,91,1449,389,88,benign_000750,1557905400000002750,1557905580000002750
ben__benign_000752.pt,0,16897,21637,4106,12696,95,17173,133,3690,543,98,benign_000752,1557907200000002760,1557907380000002760
ben__benign_000753.pt,0,11631,19927,3996,7530,105,13888,137,5245,560,97,benign_000753,1557908100000002765,1557908280000002765
ben__benign_000754.pt,0,15495,30144,6194,9188,113,18429,145,10988,483,99,benign_000754,1557909000000002770,1557909180000002770
ben__benign_000755.pt,0,6176,10111,1632,4431,113,7371,158,2095,367,120,benign_000755,1557909900000002775,1557910080000002775
ben__benign_000756.pt,0,14894,20750,1597,13187,110,18212,145,1835,464,94,benign_000756,1557910800000002780,1557910980000002780
ben__benign_000757.pt,0,7666,12621,2183,5390,93,9174,127,2675,555,90,benign_000757,1557911520000002784,1557911700000002784
ben__benign_000758.pt,0,8809,14424,2677,5974,158,10579,226,2889,635,95,benign_000758,1557912420000002789,1557912600000002789
ben__benign_000759.pt,0,9503,18021,1921,7380,202,14480,261,2484,690,106,benign_000759,1557913320000002794,1557913500000002794
ben__benign_000760.pt,0,20441,25021,2223,18097,121,21534,163,2831,405,88,benign_000760,1557914220000002799,1557914400000002799
ben__benign_000761.pt,0,6055,10721,1340,4609,106,8712,140,1479,300,90,benign_000761,1557915120000002804,1557915300000002804
ben__benign_000762.pt,0,8944,16803,1839,6968,137,13565,202,2474,473,89,benign_000762,1557916020000002809,1557916200000002809
ben__benign_000763.pt,0,6507,10406,2076,4338,93,7294,124,2478,406,104,benign_000763,1557916920000002814,1557917100000002814
ben__benign_000764.pt,0,20136,30885,3058,16913,165,25029,247,3990,1522,97,benign_000764,1557917820000002819,1557918000000002819
ben__benign_000765.pt,0,6784,10641,1891,4743,150,7570,166,2412,393,100,benign_000765,1557918720000002824,1557918900000002824
ben__benign_000766.pt,0,15867,30583,6062,9658,147,21250,199,8471,557,106,benign_000766,1557919620000002829,1557919800000002829
ben__benign_000767.pt,0,13126,24376,6618,5899,609,11268,711,11530,763,104,benign_000767,1557920520000002834,1557920700000002834
ben__benign_000768.pt,0,16265,21930,2192,13918,155,18709,190,2570,360,101,benign_000768,1557921420000002839,1557921600000002839
ben__benign_000769.pt,0,14425,30635,2611,11555,259,26970,309,2814,426,116,benign_000769,1557922320000002844,1557922500000002844
ben__benign_000770.pt,0,13666,23380,3507,9774,385,17199,453,4692,929,107,benign_000770,1557923220000002849,1557923400000002849
ben__benign_000771.pt,0,11052,20030,1973,8679,400,16728,550,2134,487,131,benign_000771,1557924120000002854,1557924300000002854
ben__benign_000773.pt,0,14249,21972,4776,9335,138,15455,219,5185,1016,97,benign_000773,1557925920000002864,1557926100000002864
ben__benign_000774.pt,0,20253,35140,5045,14822,386,25121,603,7796,1528,92,benign_000774,1557926820000002869,1557927000000002869
ben__benign_000775.pt,0,16833,33079,2714,13928,191,28717,293,3518,446,105,benign_000775,1557927720000002874,1557927900000002874
ben__benign_000776.pt,0,15303,19220,2005,12877,421,16104,548,2248,217,103,benign_000776,1557928620000002879,1557928800000002879
ben__benign_000777.pt,0,14273,32100,2787,11303,183,25804,333,4540,1315,108,benign_000777,1557929520000002884,1557929700000002884
ben__benign_000778.pt,0,25566,44071,10904,14397,265,26649,402,15394,1473,153,benign_000778,1557930420000002889,1557930600000002889
ben__benign_000779.pt,0,15934,30894,4665,10630,639,21428,831,7490,1001,144,benign_000779,1557931320000002894,1557931500000002894
ben__benign_000780.pt,0,16465,21993,2346,13765,354,17137,483,3265,998,110,benign_000780,1557932220000002899,1557932400000002899
ben__benign_000781.pt,0,9836,17677,1686,7893,257,14727,451,2062,329,108,benign_000781,1557933120000002904,1557933300000002904
ben__benign_000782.pt,0,8348,14848,1551,6601,196,12222,294,1953,287,92,benign_000782,1557934020000002909,1557934200000002909
ben__benign_000783.pt,0,3458,5475,935,2447,76,4114,104,983,182,92,benign_000783,1557934920000002914,1557935100000002914
ben__benign_000784.pt,0,18032,24123,1458,16464,110,21904,148,1692,286,93,benign_000784,1557935820000002919,1557936000000002919
ben__benign_000785.pt,0,13558,26246,7558,5790,210,11939,373,13020,749,165,benign_000785,1557936720000002924,1557936900000002924
ben__benign_000786.pt,0,6876,13165,1033,5711,132,11129,188,1353,387,108,benign_000786,1557937620000002929,1557937800000002929
ben__benign_000787.pt,0,11480,21980,1859,9428,193,18434,257,2737,463,89,benign_000787,1557938520000002934,1557938700000002934
ben__benign_000788.pt,0,10144,20998,1885,8154,105,17362,152,3044,350,90,benign_000788,1557939240000002938,1557939420000002938
ben__benign_000789.pt,0,6732,13590,1242,5414,76,11401,110,1686,297,96,benign_000789,1557940140000002943,1557940320000002943
ben__benign_000790.pt,0,8865,15683,3224,5316,325,10757,386,4094,352,94,benign_000790,1557941040000002948,1557941220000002948
ben__benign_000791.pt,0,15492,20178,1404,13913,175,17710,238,1715,422,93,benign_000791,1557941940000002953,1557942120000002953
ben__benign_000792.pt,0,12733,24967,5299,7302,132,15807,240,8040,753,127,benign_000792,1557942840000002958,1557943020000002958
ben__benign_000793.pt,0,5910,9889,1132,4585,193,8077,296,1200,204,112,benign_000793,1557943740000002963,1557943920000002963
ben__benign_000794.pt,0,29318,48798,4500,24543,275,42749,443,4721,779,106,benign_000794,1557944640000002968,1557944820000002968
ben__benign_000795.pt,0,23692,44607,4194,19324,174,36839,253,7177,236,102,benign_000795,1557945540000002973,1557945720000002973
ben__benign_000796.pt,0,9775,20743,1475,8153,147,18253,215,1985,199,91,benign_000796,1557946440000002978,1557946620000002978
ben__benign_000797.pt,0,9392,17048,2361,6964,67,14436,95,2046,374,97,benign_000797,1557947340000002983,1557947520000002983
ben__benign_000799.pt,0,19780,29165,2512,16794,474,25699,698,2335,331,102,benign_000799,1557949140000002993,1557949320000002993
ben__benign_000800.pt,0,10260,16452,4827,5305,128,10972,202,4772,412,94,benign_000800,1557950040000002998,1557950220000002998
ben__benign_000801.pt,0,8582,16123,1474,6909,199,13671,365,1728,262,97,benign_000801,1557950940000003003,1557951120000003003
ben__benign_000802.pt,0,5958,10078,1258,4596,104,8159,128,1494,208,89,benign_000802,1557951840000003008,1557952020000003008
ben__benign_000803.pt,0,24150,34102,4118,18766,1266,27624,1845,3772,762,99,benign_000803,1557952740000003013,1557952920000003013
ben__benign_000804.pt,0,10135,16462,3807,6245,83,12169,102,3460,624,107,benign_000804,1557953640000003018,1557953820000003018
ben__benign_000805.pt,0,10531,19368,1494,8903,134,16806,214,1937,314,97,benign_000805,1557954540000003023,1557954720000003023
ben__benign_000806.pt,0,10012,17144,2034,7885,93,14530,132,1950,440,92,benign_000806,1557955440000003028,1557955620000003028
ben__benign_000807.pt,0,19978,25439,1580,18292,106,22472,158,1964,739,106,benign_000807,1557956340000003033,1557956520000003033
ben__benign_000808.pt,0,25277,49255,12017,12824,436,25864,680,20143,2432,136,benign_000808,1557957240000003038,1557957420000003038
ben__benign_000809.pt,0,4628,7200,1012,3508,108,5711,147,1054,191,97,benign_000809,1557958140000003043,1557958320000003043
ben__benign_000810.pt,0,12985,22564,2613,10178,194,18610,320,2904,628,102,benign_000810,1557959040000003048,1557959220000003048
ben__benign_000811.pt,0,21897,29536,1548,20247,102,26839,153,1991,461,92,benign_000811,1557959940000003053,1557960120000003053
ben__benign_000812.pt,0,21232,46710,3540,17366,326,39926,600,5261,827,96,benign_000812,1557960840000003058,1557961020000003058
ben__benign_000813.pt,0,17081,32183,4038,12865,178,27073,275,4055,674,106,benign_000813,1557961740000003063,1557961920000003063
ben__benign_000814.pt,0,5811,11489,800,4947,64,9866,91,1077,366,89,benign_000814,1557962640000003068,1557962820000003068
ben__benign_000815.pt,0,16174,20659,2081,13780,313,17419,420,2256,475,89,benign_000815,1557963540000003073,1557963720000003073
ben__benign_000816.pt,0,5035,10559,1057,3897,81,8524,101,1609,236,89,benign_000816,1557964440000003078,1557964620000003078
ben__benign_000817.pt,0,5388,10774,836,4491,61,9260,86,1122,218,88,benign_000817,1557965340000003083,1557965520000003083
ben__benign_000818.pt,0,2170,3349,504,1630,36,2465,42,539,214,89,benign_000818,1557966060000003087,1557966240000003087
ben__benign_000819.pt,0,2955,5086,991,1913,51,3314,70,1415,197,90,benign_000819,1557966960000003092,1557967140000003092
ben__benign_000820.pt,0,11772,24223,2304,9290,178,19749,303,3231,842,98,benign_000820,1557967860000003097,1557968040000003097
ben__benign_000821.pt,0,2219,3496,492,1687,40,2595,50,549,212,90,benign_000821,1557968760000003102,1557968940000003102
ben__benign_000822.pt,0,18214,37666,11440,6683,91,14875,158,21082,1434,117,benign_000822,1557969660000003107,1557969840000003107
ben__benign_000823.pt,0,11165,19444,4452,6630,83,14017,110,4466,754,97,benign_000823,1557970560000003112,1557970740000003112
ben__benign_000824.pt,0,2169,3280,592,1517,60,2254,69,649,219,89,benign_000824,1557971460000003117,1557971640000003117
ben__benign_000825.pt,0,2599,4284,826,1677,96,2600,156,1143,294,91,benign_000825,1557972360000003122,1557972540000003122
ben__benign_000826.pt,0,8871,17371,906,7888,77,15508,133,1390,249,91,benign_000826,1557973260000003127,1557973440000003127
ben__benign_000827.pt,0,2211,3313,522,1653,36,2414,39,579,191,90,benign_000827,1557974160000003132,1557974340000003132
ben__benign_000828.pt,0,4529,9888,655,3829,45,8661,62,889,186,90,benign_000828,1557975060000003137,1557975240000003137
ben__benign_000829.pt,0,2028,3388,594,1402,32,2425,38,659,177,89,benign_000829,1557975960000003142,1557976140000003142
ben__benign_000830.pt,0,2490,4153,596,1838,56,3073,74,727,181,98,benign_000830,1557976860000003147,1557977040000003147
ben__benign_000831.pt,0,2121,2939,452,1636,33,2139,34,465,212,89,benign_000831,1557977760000003152,1557977940000003152
ben__benign_000832.pt,0,2088,3511,604,1438,46,2503,57,687,175,89,benign_000832,1557978660000003157,1557978840000003157
ben__benign_000833.pt,0,1841,3009,531,1273,37,2162,47,544,167,89,benign_000833,1557979560000003162,1557979740000003162
ben__benign_000834.pt,0,2020,3268,594,1388,38,2338,46,653,143,88,benign_000834,1557980460000003167,1557980640000003167
ben__benign_000835.pt,0,4876,10522,830,3950,96,8768,195,1255,213,91,benign_000835,1557981360000003172,1557981540000003172
ben__benign_000836.pt,0,1806,2939,469,1301,36,2144,44,521,139,91,benign_000836,1557982260000003177,1557982440000003177
ben__benign_000837.pt,0,6769,12859,1677,5017,75,10684,120,1659,298,98,benign_000837,1557983160000003182,1557983340000003182
ben__benign_000838.pt,0,1953,3282,466,1452,35,2471,48,536,139,88,benign_000838,1557984060000003187,1557984240000003187
ben__benign_000839.pt,0,4558,9811,721,3795,42,8439,56,1070,157,89,benign_000839,1557984960000003192,1557985140000003192
ben__benign_000840.pt,0,4504,7264,512,3952,40,6368,50,563,194,89,benign_000840,1557985860000003197,1557986040000003197
ben__benign_000841.pt,0,1837,2891,466,1334,37,2162,38,459,143,89,benign_000841,1557986760000003202,1557986940000003202
ben__benign_000842.pt,0,11134,19763,4739,6347,48,10684,76,8066,842,95,benign_000842,1557987660000003207,1557987840000003207
ben__benign_000843.pt,0,2528,3956,719,1729,80,2722,119,834,191,90,benign_000843,1557988560000003212,1557988740000003212
ben__benign_000844.pt,0,4686,9680,628,4022,36,8400,51,791,348,90,benign_000844,1557989460000003217,1557989640000003217
ben__benign_000845.pt,0,3435,5857,1320,2057,58,3651,81,1819,217,89,benign_000845,1557990360000003222,1557990540000003222
ben__benign_000846.pt,0,1616,2726,392,1194,30,2065,33,402,136,90,benign_000846,1557991260000003227,1557991440000003227
ben__benign_000847.pt,0,2440,4123,670,1735,35,2775,43,866,350,89,benign_000847,1557992160000003232,1557992340000003232
ben__benign_000848.pt,0,2199,3322,561,1605,33,2408,39,617,166,92,benign_000848,1557992880000003236,1557993060000003236
ben__benign_000849.pt,0,3307,6133,633,2615,59,5131,88,661,162,91,benign_000849,1557993780000003241,1557993960000003241
ben__benign_000850.pt,0,2081,3410,533,1507,41,2544,48,600,130,88,benign_000850,1557994680000003246,1557994860000003246
ben__benign_000851.pt,0,12103,25612,6037,6012,54,14190,86,10663,579,94,benign_000851,1557995580000003251,1557995760000003251
ben__benign_000852.pt,0,1811,2928,532,1248,31,2149,34,518,138,89,benign_000852,1557996480000003256,1557996660000003256
ben__benign_000853.pt,0,2238,3674,680,1523,35,2553,43,800,187,91,benign_000853,1557997380000003261,1557997560000003261
ben__benign_000854.pt,0,2259,3386,480,1739,40,2528,52,516,201,89,benign_000854,1557998280000003266,1557998460000003266
ben__benign_000855.pt,0,6902,12375,2661,4197,44,8968,66,3108,144,89,benign_000855,1557999180000003271,1557999360000003271
ben__benign_000856.pt,0,2188,3346,515,1641,32,2493,36,554,174,89,benign_000856,1558000080000003276,1558000260000003276
ben__benign_000857.pt,0,2142,3519,586,1523,33,2563,38,666,162,90,benign_000857,1558000980000003281,1558001160000003281
ben__benign_000858.pt,0,3104,3822,1860,1206,38,1946,42,1502,239,93,benign_000858,1558001880000003286,1558002060000003286
ben__benign_000859.pt,0,11371,20591,5261,6046,64,10569,100,8730,1094,98,benign_000859,1558002780000003291,1558002960000003291
ben__benign_000860.pt,0,4340,9424,550,3758,32,8510,39,623,164,88,benign_000860,1558003680000003296,1558003860000003296
ben__benign_000861.pt,0,2746,4155,719,1929,98,2722,156,902,284,91,benign_000861,1558004580000003301,1558004760000003301
ben__benign_000862.pt,0,10109,22671,5336,4660,113,8370,196,8861,5122,122,benign_000862,1558005480000003306,1558005660000003306
ben__benign_000863.pt,0,2105,3394,625,1436,44,2363,55,722,159,95,benign_000863,1558006380000003311,1558006560000003311
ben__benign_000864.pt,0,1714,2842,424,1255,35,2133,43,442,135,89,benign_000864,1558007280000003316,1558007460000003316
ben__benign_000865.pt,0,10825,20856,5534,4711,580,9374,855,9571,950,106,benign_000865,1558008180000003321,1558008360000003321
ben__benign_000866.pt,0,1779,2900,482,1251,46,2120,56,475,160,89,benign_000866,1558009080000003326,1558009260000003326
ben__benign_000867.pt,0,5365,11136,1207,4103,55,9146,104,1555,242,89,benign_000867,1558009980000003331,1558010160000003331
ben__benign_000868.pt,0,9956,17791,5276,4540,140,7807,226,8639,986,133,benign_000868,1558010880000003336,1558011060000003336
ben__benign_000869.pt,0,1779,2832,455,1294,30,2121,31,457,135,88,benign_000869,1558011780000003341,1558011960000003341
ben__benign_000870.pt,0,5737,9172,1387,4238,112,7138,155,1498,286,95,benign_000870,1558012680000003346,1558012860000003346
ben__benign_000871.pt,0,2634,4059,560,2025,49,3244,51,517,154,93,benign_000871,1558013580000003351,1558013760000003351
ben__benign_000872.pt,0,8560,19422,1095,7337,128,17099,196,1638,400,89,benign_000872,1558014480000003356,1558014660000003356
ben__benign_000873.pt,0,3336,5366,714,2549,73,4272,85,756,164,89,benign_000873,1558015380000003361,1558015560000003361
ben__benign_000874.pt,0,4076,6027,1089,2882,105,4349,127,1207,248,96,benign_000874,1558016280000003366,1558016460000003366
ben__benign_000875.pt,0,4779,10480,791,3946,42,8540,50,1244,556,90,benign_000875,1558017180000003371,1558017360000003371
ben__benign_000876.pt,0,7911,17625,4366,3482,63,6753,99,7184,3492,97,benign_000876,1558018080000003376,1558018260000003376
ben__benign_000877.pt,0,2192,3570,614,1536,42,2550,44,699,188,89,benign_000877,1558018980000003381,1558019160000003381
ben__benign_000878.pt,0,18821,44593,8488,10086,247,20078,370,15829,8214,102,benign_000878,1558019700000003385,1558019880000003385
ben__benign_000879.pt,0,2423,3253,460,1921,42,2382,51,511,220,89,benign_000879,1558020600000003390,1558020780000003390
ben__benign_000880.pt,0,2340,3669,601,1685,54,2571,68,722,218,90,benign_000880,1558021500000003395,1558021680000003395
ben__benign_000881.pt,0,10725,19386,1017,9621,87,16801,158,1653,683,91,benign_000881,1558022400000003400,1558022580000003400
ben__benign_000882.pt,0,1664,2769,488,1139,37,1897,47,557,177,91,benign_000882,1558023300000003405,1558023480000003405
ben__benign_000883.pt,0,1729,2694,466,1224,39,1915,41,490,158,90,benign_000883,1558024200000003410,1558024380000003410
ben__benign_000884.pt,0,2168,3630,653,1413,102,2240,128,833,338,91,benign_000884,1558025100000003415,1558025280000003415
ben__benign_000885.pt,0,2686,3823,544,2106,36,2842,44,601,247,89,benign_000885,1558026000000003420,1558026180000003420
ben__benign_000886.pt,0,16462,32129,9793,6576,93,13067,143,17076,1729,114,benign_000886,1558026900000003425,1558027080000003425
ben__benign_000887.pt,0,3025,5808,555,2429,41,4823,54,696,146,89,benign_000887,1558027800000003430,1558027980000003430
ben__benign_000888.pt,0,2174,3403,542,1588,44,2409,58,615,231,90,benign_000888,1558028700000003435,1558028880000003435
ben__benign_000889.pt,0,2385,3778,646,1695,44,2588,59,725,316,90,benign_000889,1558029600000003440,1558029780000003440
ben__benign_000890.pt,0,2820,4315,768,1930,122,2894,185,904,236,96,benign_000890,1558030500000003445,1558030680000003445
ben__benign_000891.pt,0,2292,3370,500,1750,42,2500,49,542,181,98,benign_000891,1558031400000003450,1558031580000003450
ben__benign_000892.pt,0,14651,24598,1202,13355,94,22012,169,1800,529,88,benign_000892,1558032300000003455,1558032480000003455
ben__benign_000893.pt,0,2959,4461,683,2155,121,3083,199,824,248,107,benign_000893,1558033200000003460,1558033380000003460
ben__benign_000894.pt,0,2397,3495,598,1758,41,2475,51,698,181,90,benign_000894,1558034100000003465,1558034280000003465
ben__benign_000895.pt,0,13544,27571,3754,9687,103,21486,168,4940,877,100,benign_000895,1558035000000003470,1558035180000003470
ben__benign_000896.pt,0,2561,3761,689,1831,41,2520,55,839,259,88,benign_000896,1558035900000003475,1558036080000003475
ben__benign_000897.pt,0,2796,3869,539,2210,47,2779,61,628,312,89,benign_000897,1558036800000003480,1558036980000003480
ben__benign_000898.pt,0,1690,2880,455,1205,30,2084,32,536,139,89,benign_000898,1558037700000003485,1558037880000003485
ben__benign_000899.pt,0,4122,7987,681,3371,70,6621,110,869,293,94,benign_000899,1558038600000003490,1558038780000003490
ben__benign_000900.pt,0,4885,9820,619,4208,58,8410,93,850,377,90,benign_000900,1558039500000003495,1558039680000003495
ben__benign_000901.pt,0,8787,17163,2158,6532,97,13531,161,2505,869,97,benign_000901,1558040400000003500,1558040580000003500
ben__benign_000903.pt,0,7296,14623,3236,4014,46,7288,71,5955,1213,96,benign_000903,1558042200000003510,1558042380000003510
ben__benign_000904.pt,0,1843,2865,424,1381,38,2034,45,493,205,88,benign_000904,1558043100000003515,1558043280000003515
ben__benign_000905.pt,0,19185,46756,8860,10199,126,20704,216,16565,9104,167,benign_000905,1558044000000003520,1558044180000003520
ben__benign_000906.pt,0,23127,46646,8097,14644,386,29810,553,14811,1370,102,benign_000906,1558044900000003525,1558045080000003525
ben__benign_000907.pt,0,10644,21589,2185,8169,290,16934,413,3743,409,90,benign_000907,1558045800000003530,1558045980000003530
ben__benign_000908.pt,0,2426,3777,534,1851,41,2784,49,623,232,89,benign_000908,1558046700000003535,1558046880000003535
ben__benign_000909.pt,0,19935,42231,7907,11896,132,26939,230,14234,734,94,benign_000909,1558047420000003539,1558047600000003539
ben__benign_000910.pt,0,2462,3698,540,1892,30,2791,38,568,212,89,benign_000910,1558048320000003544,1558048500000003544
ben__benign_000911.pt,0,19344,40414,9515,9694,135,20646,231,17743,1679,115,benign_000911,1558049220000003549,1558049400000003549
ben__benign_000912.pt,0,14450,29361,7676,6620,154,15332,271,12946,713,99,benign_000912,1558050120000003554,1558050300000003554
ben__benign_000913.pt,0,8726,17340,1684,6923,119,14119,198,2641,287,95,benign_000913,1558051020000003559,1558051200000003559
ben__benign_000914.pt,0,6628,14304,1146,5352,130,12005,234,1718,252,95,benign_000914,1558051920000003564,1558052100000003564
ben__benign_000915.pt,0,1639,2576,432,1173,34,1855,38,434,161,88,benign_000915,1558052820000003569,1558053000000003569
ben__benign_000916.pt,0,2084,3362,562,1484,38,2405,44,636,187,90,benign_000916,1558053720000003574,1558053900000003574
ben__benign_000917.pt,0,2131,3525,597,1497,37,2551,53,689,142,90,benign_000917,1558054620000003579,1558054800000003579
ben__benign_000918.pt,0,2231,3756,535,1657,39,2763,56,630,218,89,benign_000918,1558055520000003584,1558055700000003584
ben__benign_000919.pt,0,4660,9993,616,3987,57,8829,87,841,147,89,benign_000919,1558056420000003589,1558056600000003589
ben__benign_000920.pt,0,1999,3263,538,1428,33,2336,39,632,168,88,benign_000920,1558057320000003594,1558057500000003594
ben__benign_000921.pt,0,4569,10125,815,3712,42,8544,59,1283,151,88,benign_000921,1558058220000003599,1558058400000003599
ben__benign_000922.pt,0,4916,10732,807,4040,69,9134,114,1088,295,101,benign_000922,1558059120000003604,1558059300000003604
ben__benign_000923.pt,0,1776,2923,561,1183,32,2023,37,585,190,88,benign_000923,1558060020000003609,1558060200000003609
ben__benign_000924.pt,0,4718,9767,625,4028,65,8488,119,760,309,91,benign_000924,1558060920000003614,1558061100000003614
ben__benign_000925.pt,0,9710,18735,3848,5598,264,12441,314,5431,454,95,benign_000925,1558061820000003619,1558062000000003619
ben__benign_000926.pt,0,5840,10252,638,5152,50,8967,80,751,366,88,benign_000926,1558062720000003624,1558062900000003624
ben__benign_000927.pt,0,4160,7904,2094,2030,36,3911,43,3508,350,92,benign_000927,1558063620000003629,1558063800000003629
ben__benign_000928.pt,0,6512,12438,3643,2822,47,5630,66,6230,417,95,benign_000928,1558064520000003634,1558064700000003634
ben__benign_000929.pt,0,13787,28906,2918,10817,52,24478,79,3500,756,93,benign_000929,1558065420000003639,1558065600000003639
ben__benign_000930.pt,0,2147,3516,561,1532,54,2565,81,632,145,93,benign_000930,1558066320000003644,1558066500000003644
ben__benign_000931.pt,0,3573,7120,543,2959,71,5953,143,700,230,94,benign_000931,1558067220000003649,1558067400000003649
ben__benign_000932.pt,0,2449,4011,654,1733,62,2841,95,819,166,90,benign_000932,1558068120000003654,1558068300000003654
ben__benign_000933.pt,0,5860,11229,824,4968,68,9622,115,1146,256,90,benign_000933,1558069020000003659,1558069200000003659
ben__benign_000934.pt,0,1975,3260,547,1400,28,2400,31,594,146,89,benign_000934,1558069920000003664,1558070100000003664
ben__benign_000935.pt,0,5201,11319,1023,4140,38,9421,56,1542,210,90,benign_000935,1558070820000003669,1558071000000003669
ben__benign_000936.pt,0,4394,9371,509,3845,40,8436,59,622,165,89,benign_000936,1558071720000003674,1558071900000003674
ben__benign_000937.pt,0,1855,2995,484,1333,38,2242,45,486,130,92,benign_000937,1558072620000003679,1558072800000003679
ben__benign_000938.pt,0,1854,2969,460,1354,40,2211,51,474,141,92,benign_000938,1558073520000003684,1558073700000003684
ben__benign_000939.pt,0,8869,18154,4756,4049,64,7885,98,8698,1374,99,benign_000939,1558074240000003688,1558074420000003688
ben__benign_000940.pt,0,14839,20818,775,14014,50,19445,67,1028,189,89,benign_000940,1558075140000003693,1558075320000003693
ben__benign_000941.pt,0,4563,10089,771,3757,35,8746,51,1023,175,94,benign_000941,1558076040000003698,1558076220000003698
ben__benign_000942.pt,0,2010,3243,522,1450,38,2427,45,544,139,88,benign_000942,1558076940000003703,1558077120000003703
ben__benign_000943.pt,0,1966,3290,550,1383,33,2428,38,585,150,89,benign_000943,1558077840000003708,1558078020000003708
ben__benign_000944.pt,0,15018,21219,1016,13918,84,19552,122,1301,150,94,benign_000944,1558078740000003713,1558078920000003713
ben__benign_000945.pt,0,1833,2888,441,1334,58,2163,65,436,133,91,benign_000945,1558079640000003718,1558079820000003718
ben__benign_000946.pt,0,1947,2996,442,1473,32,2286,39,436,146,89,benign_000946,1558080540000003723,1558080720000003723
ben__benign_000947.pt,0,1732,2847,473,1198,61,1988,68,527,175,89,benign_000947,1558081440000003728,1558081620000003728
